Date,Open,High,Low,Close,Adj Close,Volume
11/4/2015,38.450001,38.52,37.330002,37.599998,37.599998,12226800
11/5/2015,37.82,37.98,36.66,36.709999,36.709999,9068900
11/6/2015,36.59,36.700001,35.799999,36.240002,36.240002,10256800
11/9/2015,36.099998,36.740002,35.650002,36.599998,36.599998,11571500
11/10/2015,36.580002,37.200001,36.5,37,37,36384400
11/11/2015,37.189999,37.32,35.75,36.330002,36.330002,12762500
11/12/2015,35.945,36.049999,34.830002,35.57,35.57,11835900
11/13/2015,35.18,35.5,34.5,34.529999,34.529999,7364400
11/16/2015,34.549999,35.66,34.529999,35.610001,35.610001,6734500
11/17/2015,35.889999,36.450001,35.709999,36.209999,36.209999,7344900
11/18/2015,36.32,36.950001,35.785,36.220001,36.220001,8323100
11/19/2015,36.450001,36.5,35.91,36.189999,36.189999,5041300
11/20/2015,36.450001,36.450001,35.919998,36.360001,36.360001,4543400
11/23/2015,36.5,36.650002,35.41,35.560001,35.560001,6961000
11/24/2015,35.25,35.299999,34.880001,35.119999,35.119999,8390100
11/25/2015,35.200001,35.860001,35.130001,35.360001,35.360001,3881800
11/27/2015,35.52,35.700001,35.060001,35.18,35.18,2549400
11/30/2015,35.360001,35.439999,34.689999,35.259998,35.259998,9357300
12/1/2015,35.41,35.41,33.849998,35.169998,35.169998,14893900
12/2/2015,35.23,36.169998,34.93,35.150002,35.150002,5762400
12/3/2015,35.200001,35.23,33.849998,34.23,34.23,7311900
12/4/2015,34.380001,35.82,34.220001,35.619999,35.619999,10664300
12/7/2015,35.709999,35.799999,34.849998,35.16,35.16,4918000
12/8/2015,34.630001,35.700001,34.52,35.599998,35.599998,7420800
12/9/2015,35.389999,35.599998,34.830002,35.07,35.07,7381700
12/10/2015,35.16,35.91,35.16,35.490002,35.490002,6949700
12/11/2015,35.150002,35.326,34.419998,34.689999,34.689999,8309200
12/14/2015,34.610001,35.223,34.330002,35.009998,35.009998,5784400
12/15/2015,35.189999,36.509998,35.18,36.32,36.32,11709900
12/16/2015,36.119999,36.25,35.189999,35.98,35.98,7076300
12/17/2015,36,36.580002,35.509998,35.540001,35.540001,6454100
12/18/2015,35.349998,35.759998,34.73,34.98,34.98,13745900
12/21/2015,35.209999,36.150002,35.110001,36.080002,36.080002,5856000
12/22/2015,36.119999,36.889999,35.779999,36.805,36.805,6030900
12/23/2015,36.790001,37.68,36.77,37.110001,37.110001,7579500
12/24/2015,37.009998,37.23,36.82,37.07,37.07,2133400
12/28/2015,36.700001,37,36.25,36.610001,36.610001,4930100
12/29/2015,36.919998,37.450001,36.75,37.080002,37.080002,3436600
12/30/2015,37.07,37.25,36.459999,36.48,36.48,4106700
12/31/2015,36.299999,36.5,36.050999,36.200001,36.200001,4481900
1/4/2016,35.130001,35.560001,34.279999,34.75,34.75,12287700
1/5/2016,34.98,34.98,33.860001,34.310001,34.310001,11227700
1/6/2016,33.700001,34.009998,33.209999,33.98,33.98,8441300
1/7/2016,33.150002,34.160999,33.02,33.130001,33.130001,11041100
1/8/2016,33.459999,33.880001,32.630001,32.689999,32.689999,7848800
1/11/2016,33.02,33.43,32.470001,33.040001,33.040001,8937400
1/12/2016,33.349998,33.57,32.66,33.080002,33.080002,7854000
1/13/2016,33.279999,33.57,31.969999,32.119999,32.119999,8069400
1/14/2016,32.150002,33.040001,31.705,32.869999,32.869999,7749500
1/15/2016,31.620001,32.540001,31.620001,32.310001,32.310001,12174400
1/19/2016,32.759998,33.18,31.93,32.200001,32.200001,6674700
1/20/2016,31.43,31.700001,30.52,31.200001,31.200001,13170600
1/21/2016,31.610001,31.74,30.9,31.200001,31.200001,9978900
1/22/2016,31.65,31.969999,31.540001,31.690001,31.690001,9444000
1/25/2016,31.98,31.98,31.35,31.469999,31.469999,7591800
1/26/2016,31.49,31.98,31.389999,31.969999,31.969999,8617000
1/27/2016,31.959999,32.630001,31.379999,31.59,31.59,12711700
1/28/2016,33.630001,34.75,33.349998,34.240002,34.240002,20378600
1/29/2016,34.490002,36.259998,34.360001,36.139999,36.139999,21201100
2/1/2016,35.650002,37.32,35.59,37.080002,37.080002,17356000
2/2/2016,36.529999,37.77,36.439999,36.830002,36.830002,17310600
2/3/2016,36.869999,37.549999,36.07,37.009998,37.009998,14543100
2/4/2016,36.66,37.285,36.540001,37.169998,37.169998,10212300
2/5/2016,37.16,37.16,34.82,35.07,35.07,16245800
2/8/2016,34,34.290001,31.98,33.610001,33.610001,20629000
2/9/2016,32.799999,33.858002,31.639999,32.700001,32.700001,16439200
2/10/2016,33.619999,33.939999,32.82,32.900002,32.900002,8636500
2/11/2016,32.119999,33.639999,32.009998,33.52,33.52,13170100
2/12/2016,33.970001,34.439999,33.810001,34.299999,34.299999,9437100
2/16/2016,34.650002,35.52,34.48,35.459999,35.459999,9152400
2/17/2016,35.98,36.91,35.810001,36.360001,36.360001,12070600
2/18/2016,36.41,36.529999,35.66,36.310001,36.310001,9022100
2/19/2016,36,36.235001,35.610001,35.759998,35.759998,9652800
2/22/2016,36.450001,36.5,35.82,36,36,10476200
2/23/2016,35.720001,35.935001,35.02,35.48,35.48,8415200
2/24/2016,35.220001,36.75,34.860001,36.470001,36.470001,8090600
2/25/2016,36.669998,36.830002,36.18,36.740002,36.740002,5209500
2/26/2016,36.73,37.535,36.369999,37.490002,37.490002,8595000
2/29/2016,37.470001,38.93,37.450001,38.139999,38.139999,23939900
3/1/2016,38.52,39.544998,38.02,39.25,39.25,14085300
3/2/2016,39.200001,39.93,38.700001,39.16,39.16,12895900
3/3/2016,38.959999,39.240002,38.629002,39.02,39.02,7656900
3/4/2016,38.77,39.700001,38.755001,39.040001,39.040001,7200100
3/7/2016,38.779999,39.400002,38.720001,38.98,38.98,5327200
3/8/2016,38.689999,38.880001,38.110001,38.16,38.16,6012700
3/9/2016,38.48,38.619999,37.82,38.57,38.57,4990500
3/10/2016,38.66,39.299999,37.48,38.490002,38.490002,7655700
3/11/2016,39,39.529999,38.849998,39.490002,39.490002,9539500
3/14/2016,39.400002,39.799999,39.040001,39.380001,39.380001,5299700
3/15/2016,39.049999,39.639999,39.049999,39.27,39.27,5013900
3/16/2016,39.09,39.889999,38.57,39.84,39.84,6363500
3/17/2016,39.849998,40.119999,39.169998,39.93,39.93,9789600
3/18/2016,39.860001,39.860001,38.689999,39.41,39.41,15132400
3/21/2016,39.41,41.169998,39.200001,41.139999,41.139999,13432400
3/22/2016,40.669998,41.75,40.630001,41.32,41.32,10552300
3/23/2016,41.060001,41.310001,40.040001,40.52,40.52,8104700
3/24/2016,39.400002,39.509998,37,38.919998,38.919998,15040600
3/28/2016,38.810001,39.169998,38.619999,38.740002,38.740002,6192900
3/29/2016,38.740002,39.715,38.299999,39.529999,39.529999,5694000
3/30/2016,39.939999,40.040001,38.994999,39.040001,39.040001,5246800
3/31/2016,38.740002,39,38.43,38.599998,38.599998,8087000
4/1/2016,38.509998,39.459999,38.400002,39.400002,39.400002,6982000
4/4/2016,39.360001,39.380001,38.41,38.790001,38.790001,5381300
4/5/2016,38.349998,38.810001,37.700001,38.549999,38.549999,5364800
4/6/2016,38.450001,39.185001,38.25,39.16,39.16,5526200
4/7/2016,38.849998,38.939999,38.119999,38.279999,38.279999,7294500
4/8/2016,38.610001,38.699001,38.099998,38.41,38.41,7822300
4/11/2016,38.330002,38.82,38.029999,38.060001,38.060001,5428900
4/12/2016,38.32,38.32,37.34,37.799999,37.799999,7677100
4/13/2016,38.25,39.119999,38.189999,38.790001,38.790001,7082400
4/14/2016,38.939999,39.02,38.415001,38.639999,38.639999,4590200
4/15/2016,38.689999,38.950001,38.290001,38.580002,38.580002,5239600
4/18/2016,38.560001,39.689999,38.43,39.639999,39.639999,6433000
4/19/2016,39.75,40.07,38.974998,39.240002,39.240002,5915800
4/20/2016,39.240002,40.240002,39.169998,40.080002,40.080002,7723500
4/21/2016,40.200001,40.549999,40.014,40.099998,40.099998,5539400
4/22/2016,39.720001,40.634998,39.68,40.310001,40.310001,6433900
4/25/2016,40.27,40.84,39.540001,39.82,39.82,7934200
4/26/2016,39.57,40.130001,39.330002,39.73,39.73,5271200
4/27/2016,39.68,40.18,39.200001,40.009998,40.009998,12727600
4/28/2016,41,41.490002,39.91,40.07,40.07,17800000
4/29/2016,39.709999,39.869999,38.59,39.18,39.18,10001400
5/2/2016,39.07,39.27,38.73,39.02,39.02,6777500
5/3/2016,38.630001,38.970001,38.139999,38.360001,38.360001,9146600
5/4/2016,38.07,38.459999,37.869999,38.310001,38.310001,8121600
5/5/2016,38.380001,39.118999,38.32,38.950001,38.950001,7127200
5/6/2016,38.709999,39.700001,38.610001,39.48,39.48,6566900
5/9/2016,39.419998,40.18,39.330002,39.619999,39.619999,5861000
5/10/2016,39.619999,40.150002,39.240002,40.110001,40.110001,6588700
5/11/2016,39.57,40.313999,39.57,39.709999,39.709999,5995500
5/12/2016,39.849998,40,39.169998,39.509998,39.509998,6323100
5/13/2016,39.540001,39.799999,39.310001,39.48,39.48,5885900
5/16/2016,39.360001,39.529999,39.130001,39.299999,39.299999,10316000
5/17/2016,39.099998,39.66,38.75,39.064999,39.064999,10746100
5/18/2016,39.18,39.360001,38.5,38.98,38.98,10393500
5/19/2016,38.810001,38.880001,37.310001,37.650002,37.650002,17041300
5/20/2016,37.790001,37.950001,37.490002,37.529999,37.529999,12496600
5/23/2016,37.68,38.23,37.389999,38.07,38.07,9083800
5/24/2016,38.279999,39.005001,38.279999,38.919998,38.919998,7555200
5/25/2016,38.869999,39.060001,38.509998,38.759998,38.759998,6538900
5/26/2016,38.709999,38.740002,38,38.07,38.07,5894700
5/27/2016,38,38.345001,37.919998,38.09,38.09,5863600
5/31/2016,37.959999,38.029999,37.5,37.790001,37.790001,12231400
6/1/2016,37.810001,38.479,37.709999,38.310001,38.310001,5458500
6/2/2016,38.419998,38.685001,38.32,38.560001,38.560001,4658600
6/3/2016,38.439999,38.59,37.813,38.330002,38.330002,4986000
6/6/2016,38.470001,38.490002,37.98,38.099998,38.099998,5065900
6/7/2016,38.07,38.48,37.52,37.57,37.57,6324400
6/8/2016,37.529999,37.700001,37.060001,37.549999,37.549999,8666600
6/9/2016,37.48,37.57,37.110001,37.130001,37.130001,10206700
6/10/2016,36.830002,37.049999,36.619999,36.77,36.77,7741400
6/13/2016,36.5,37.110001,36.494999,36.540001,36.540001,8216000
6/14/2016,36.369999,37.275002,36.25,37.16,37.16,10281900
6/15/2016,37.16,37.220001,36.785,36.84,36.84,7092000
6/16/2016,36.619999,37.040001,36.349998,36.970001,36.970001,6106000
6/17/2016,37.029999,37.18,36.630001,36.970001,36.970001,7947100
6/20/2016,37.279999,37.759998,36.82,36.860001,36.860001,7789600
6/21/2016,36.799999,36.799999,35.950001,36.16,36.16,12816100
6/22/2016,36.279999,36.493,35.779999,36,36,9292400
6/23/2016,36.27,36.665001,36.049999,36.66,36.66,4808700
6/24/2016,35,35.724998,34.610001,35.080002,35.080002,17647200
6/27/2016,34.740002,34.759998,34,34.200001,34.200001,11195800
6/28/2016,34.459999,35.25,34.23,35.240002,35.240002,12408200
6/29/2016,35.689999,35.904999,35.290001,35.77,35.77,9520400
6/30/2016,35.810001,36.529999,35.59,36.509998,36.509998,9153000
7/1/2016,36.599998,36.669998,36.25,36.349998,36.349998,7260400
7/5/2016,36.299999,36.360001,35.869999,36.119999,36.119999,5321100
7/6/2016,35.939999,36.169998,35.715,35.93,35.93,7821300
7/7/2016,35.919998,36.389999,35.84,36.32,36.32,7326700
7/8/2016,36.779999,37.459999,36.66,37.360001,37.360001,6828600
7/11/2016,37.450001,38.330002,37.400002,38.150002,38.150002,10096200
7/12/2016,38.470001,38.91,38.240002,38.790001,38.790001,9997200
7/13/2016,38.84,39.990002,38.830002,39.279999,39.279999,12458500
7/14/2016,39.689999,40.07,39.400002,39.959999,39.959999,9683500
7/15/2016,40.02,40.07,38.98,39.09,39.09,8140600
7/18/2016,39.130001,39.220001,38.73,38.919998,38.919998,7877400
7/19/2016,38.970001,39.465,38.830002,39.369999,39.369999,8120100
7/20/2016,39.439999,40.450001,39.119999,40.049999,40.049999,11189100
7/21/2016,40.330002,40.330002,39.650002,40.130001,40.130001,13363300
7/22/2016,37.299999,37.59,36.43,37.419998,37.419998,36397300
7/25/2016,37.700001,38.18,37.619999,37.779999,37.779999,16904100
7/26/2016,37.779999,38.27,37.599998,37.689999,37.689999,10279200
7/27/2016,37.639999,37.689999,37.044998,37.220001,37.220001,8894200
7/28/2016,37.400002,37.68,37.101002,37.220001,37.220001,5111300
7/29/2016,37.41,37.48,36.860001,37.240002,37.240002,6841500
8/1/2016,37.43,37.439999,36.900002,37.060001,37.060001,5473900
8/2/2016,37.060001,37.084999,36.360001,36.540001,36.540001,5997700
8/3/2016,36.59,36.740002,36.279999,36.580002,36.580002,7663800
8/4/2016,36.82,37.389999,36.73,37.299999,37.299999,7507800
8/5/2016,37.549999,38.150002,37.549999,38.099998,38.099998,7670400
8/8/2016,38.189999,38.299999,37.650002,37.91,37.91,6101300
8/9/2016,38.029999,38.139999,37.880001,38.099998,38.099998,5049100
8/10/2016,38.02,38.244999,37.91,38.07,38.07,5546800
8/11/2016,38.189999,38.490002,38.099998,38.459999,38.459999,5999400
8/12/2016,38.299999,38.630001,38.099998,38.509998,38.509998,6527900
8/15/2016,38.549999,38.650002,38.34,38.459999,38.459999,4548200
8/16/2016,38.400002,38.529999,38.150002,38.380001,38.380001,6170800
8/17/2016,38.41,38.459999,37.880001,38.139999,38.139999,5264000
8/18/2016,38.07,38.375,37.93,38.220001,38.220001,3880600
8/19/2016,38.02,38.18,37.895,38.09,38.09,5107900
8/22/2016,37.93,38.200001,37.66,38.110001,38.110001,10704300
8/23/2016,38.419998,38.43,37.799999,37.860001,37.860001,6066400
8/24/2016,37.810001,37.950001,37.41,37.52,37.52,5914200
8/25/2016,37.5,37.57,37.25,37.509998,37.509998,5132100
8/26/2016,37.720001,37.84,37.380001,37.650002,37.650002,4177700
8/29/2016,37.610001,37.650002,37.27,37.290001,37.290001,4780700
8/30/2016,37.259998,37.52,36.985001,37,37,6873600
8/31/2016,37,37.240002,36.84,37.150002,37.150002,7166300
9/1/2016,37.27,37.32,36.580002,36.830002,36.830002,10412200
9/2/2016,37.009998,37.125,36.299999,37.07,37.07,6726900
9/6/2016,37.049999,37.650002,37.02,37.18,37.18,6416900
9/7/2016,37.330002,38.580002,37.259998,38.560001,38.560001,10817700
9/8/2016,38.650002,39.330002,38.500999,39.27,39.27,12037300
9/9/2016,38.75,39.02,37.91,38.009998,38.009998,10747100
9/12/2016,37.650002,38.84,37.540001,38.77,38.77,8635000
9/13/2016,38.619999,40.330002,38.41,39.860001,39.860001,17924900
9/14/2016,39.990002,40.279999,39.529999,39.959999,39.959999,13042100
9/15/2016,40.310001,41.139999,39.869999,40.830002,40.830002,12702800
9/16/2016,40.709999,40.880001,40.325001,40.700001,40.700001,11909400
9/19/2016,40.240002,40.459999,39.75,40.009998,40.009998,7574500
9/20/2016,40.299999,40.299999,39.669998,39.689999,39.689999,5563300
9/21/2016,39.860001,40.389999,39.700001,40.290001,40.290001,5378400
9/22/2016,40.419998,40.66,40.139999,40.490002,40.490002,5691000
9/23/2016,39.599998,40.494999,39.599998,40.07,40.07,6234600
9/26/2016,39.380001,40.509998,39.380001,40.34,40.34,9054400
9/27/2016,40.040001,41.23,39.490002,41.060001,41.060001,8674100
9/28/2016,41.150002,41.189999,40.209999,40.970001,40.970001,6751200
9/29/2016,40.91,41.299999,40.360001,40.389999,40.389999,7953000
9/30/2016,40.290001,41.049999,40.27,40.970001,40.970001,8685600
10/3/2016,40.869999,41.200001,40.16,40.59,40.59,6925000
10/4/2016,41.299999,41.299999,40.439999,40.779999,40.779999,5046600
10/5/2016,40.950001,40.950001,40.400002,40.439999,40.439999,6128200
10/6/2016,40.32,40.389999,39.860001,40.18,40.18,6312000
10/7/2016,40.419998,40.419998,39.619999,39.880001,39.880001,6109900
10/10/2016,40.130001,40.169998,39.59,39.860001,39.860001,6636700
10/11/2016,40.029999,40.110001,38.959999,39.189999,39.189999,9955700
10/12/2016,39.77,39.799999,39.299999,39.529999,39.529999,7039900
10/13/2016,39.389999,39.400002,38.75,39.200001,39.200001,7865200
10/14/2016,39.459999,39.889999,39.23,39.240002,39.240002,6647600
10/17/2016,39.240002,39.619999,39.16,39.48,39.48,5279500
10/18/2016,40,40.18,39.779999,39.830002,39.830002,5475900
10/19/2016,39.970001,40.470001,39.84,40.240002,40.240002,6587700
10/20/2016,40.23,40.290001,39.82,40.09,40.09,13337500
10/21/2016,41.849998,44.240002,41.84,44.150002,44.150002,37554700
10/24/2016,44,44.52,43.139999,43.869999,43.869999,19079000
10/25/2016,43.66,44.07,43,43.310001,43.310001,9463900
10/26/2016,43,43.209999,42.310001,42.330002,42.330002,10918800
10/27/2016,42.549999,42.57,41.620998,41.689999,41.689999,9447300
10/28/2016,41.98,41.98,41.07,41.759998,41.759998,11979200
10/31/2016,41.779999,42,41.360001,41.66,41.66,7160000
11/1/2016,41.68,42.294998,41.290001,41.540001,41.540001,9399000
11/2/2016,41.43,41.57,41.080002,41.349998,41.349998,7920600
11/3/2016,41.32,41.5,40.919998,41.189999,41.189999,6239900
11/4/2016,40.299999,41.485001,40.299999,40.900002,40.900002,6541300
11/7/2016,41.52,41.650002,41.060001,41.279999,41.279999,7904900
11/8/2016,41.419998,42.150002,41.09,41.580002,41.580002,6968100
11/9/2016,40.599998,41.470001,40.580002,41.259998,41.259998,9744400
11/10/2016,41.900002,41.900002,39.580002,40.450001,40.450001,12097600
11/11/2016,40.77,40.77,39.799999,40.080002,40.080002,10775700
11/14/2016,40.400002,40.400002,38.450001,38.810001,38.810001,17877800
11/15/2016,39.040001,39.48,38.900002,38.939999,38.939999,16037800
11/16/2016,39.049999,39.209999,38.709999,39.07,39.07,12730900
11/17/2016,39.119999,40.055,38.950001,39.880001,39.880001,9758500
11/18/2016,40.080002,40.57,39.91,40.080002,40.080002,9521500
11/21/2016,40.119999,40.77,40.116001,40.630001,40.630001,6667200
11/22/2016,40.990002,41.099998,39.950001,40.330002,40.330002,7734700
11/23/2016,40.310001,40.43,39.849998,40.049999,40.049999,5770600
11/25/2016,40.400002,40.560001,39.990002,40.259998,40.259998,2324300
11/28/2016,40.259998,40.490002,39.924999,39.959999,39.959999,4170600
11/29/2016,40.07,40.360001,39.790001,39.889999,39.889999,5083700
11/30/2016,40.099998,40.18,39.18,39.279999,39.279999,8420700
12/1/2016,39.560001,39.68,38.18,38.34,38.34,11265600
12/2/2016,38.34,38.75,38.060001,38.619999,38.619999,6335200
12/5/2016,38.849998,39.34,38.650002,38.990002,38.990002,5053900
12/6/2016,39.23,39.259998,38.709999,38.98,38.98,5954500
12/7/2016,39.080002,39.459999,38.799999,39.450001,39.450001,7012000
12/8/2016,39.68,40,39.450001,39.610001,39.610001,6102600
12/9/2016,39.700001,39.790001,39.375,39.650002,39.650002,3923700
12/12/2016,39.599998,39.900002,39.349998,39.43,39.43,4474500
12/13/2016,39.549999,39.744999,39.389999,39.43,39.43,6385900
12/14/2016,39.459999,39.889999,39.459999,39.549999,39.549999,4658700
12/15/2016,39.799999,40.290001,39.349998,39.540001,39.540001,6418900
12/16/2016,39.900002,39.900002,39.119999,39.32,39.32,9786300
12/19/2016,39.400002,39.799999,39.110001,39.439999,39.439999,4268600
12/20/2016,39.610001,39.740002,39.259998,39.740002,39.740002,3637200
12/21/2016,39.84,40.740002,39.82,40.09,40.09,6768200
12/22/2016,40.040001,40.09,39.540001,39.68,39.68,5065000
12/23/2016,39.82,39.869999,39.48,39.580002,39.580002,3378100
12/27/2016,39.5,40.080002,39.43,39.720001,39.720001,2660100
12/28/2016,39.759998,40.029999,39.529999,39.57,39.57,3292400
12/29/2016,39.540001,40.169998,39.540001,39.959999,39.959999,3708000
12/30/2016,39.959999,40.07,39.34,39.470001,39.470001,5012100
1/3/2017,40.290001,40.98,40,40.25,40.25,8247400
1/4/2017,40.349998,41.029999,40.044998,41,41,6806400
1/5/2017,41.43,41.720001,41.040001,41.060001,41.060001,6432000
1/6/2017,41.240002,41.639999,40.790001,41.450001,41.450001,5586400
1/9/2017,41.490002,41.509998,41.110001,41.400002,41.400002,3943900
1/10/2017,41.400002,41.549999,41.07,41.080002,41.080002,4174900
1/11/2017,41.23,41.380001,40.834999,41.279999,41.279999,4425300
1/12/2017,41.279999,41.605,40.919998,41.560001,41.560001,3840500
1/13/2017,41.650002,41.84,41.529999,41.599998,41.599998,3917700
1/17/2017,41.599998,41.709999,41.200001,41.27,41.27,5932900
1/18/2017,41.41,41.490002,41.110001,41.349998,41.349998,4706000
1/19/2017,41.25,41.68,41.029999,41.27,41.27,4717600
1/20/2017,41.389999,41.720001,41.299999,41.689999,41.689999,6868500
1/23/2017,41.860001,42.110001,41.25,41.619999,41.619999,8497100
1/24/2017,41.950001,42.040001,41.529999,41.959999,41.959999,6106500
1/25/2017,42.360001,42.439999,41.66,41.709999,41.709999,8604000
1/26/2017,42.360001,42.5,41.285,41.5,41.5,11838100
1/27/2017,41,41.200001,39.919998,40.27,40.27,22749200
1/30/2017,40.169998,40.27,39.419998,39.860001,39.860001,11486000
1/31/2017,39.700001,40.009998,39.450001,39.779999,39.779999,9100100
2/1/2017,39.959999,40,39.110001,39.310001,39.310001,8860400
2/2/2017,39.400002,39.84,39.02,39.580002,39.580002,8736800
2/3/2017,39.790001,39.93,39.549999,39.59,39.59,7131100
2/6/2017,39.639999,39.830002,39.34,39.740002,39.740002,8206400
2/7/2017,40.009998,40.34,39.700001,40.02,40.02,7956300
2/8/2017,40.18,40.990002,39.919998,40.880001,40.880001,7399000
2/9/2017,40.439999,40.994999,40.299999,40.830002,40.830002,6467600
2/10/2017,40.82,40.860001,40.560001,40.580002,40.580002,6248200
2/13/2017,40.830002,41.299999,40.740002,41.169998,41.169998,6260900
2/14/2017,41.18,41.630001,40.939999,41.619999,41.619999,6496400
